raw_image_5.jpg,1.7064e+09,-0,0.290196,-0
raw_image_6.jpg,1.721e+09,0,0.290196,0
raw_image_7.jpg,1.73504e+09,-0,0.290196,-0
raw_image_8.jpg,1.74867e+09,0,0.290196,0
raw_image_9.jpg,1.76273e+09,-0,0.290196,-0
raw_image_10.jpg,1.77723e+09,-0,0.290196,-0
raw_image_11.jpg,1.79172e+09,0,0.290196,0
raw_image_12.jpg,1.80795e+09,-0,0.290196,-0
raw_image_13.jpg,1.82537e+09,0,0.290196,0
raw_image_14.jpg,1.83931e+09,-0,0.290196,-0
raw_image_15.jpg,1.85427e+09,0,0.290196,0
raw_image_16.jpg,1.86854e+09,-0,0.290196,-0
raw_image_17.jpg,1.88307e+09,0,0.290196,0
raw_image_18.jpg,1.89706e+09,-0,0.290196,-0
raw_image_19.jpg,1.91186e+09,-0,0.290196,-0
raw_image_20.jpg,1.92599e+09,-0,0.290196,-0
raw_image_21.jpg,1.94089e+09,0,0.290196,0
raw_image_22.jpg,1.95711e+09,0,0.290196,0
raw_image_23.jpg,1.97065e+09,-0,0.290196,-0
raw_image_24.jpg,1.98473e+09,0,0.290196,0
raw_image_25.jpg,1.9987e+09,0,0.290196,0
raw_image_26.jpg,2.01221e+09,-0,0.290196,-0
raw_image_27.jpg,2.02722e+09,0,0.290196,0
raw_image_28.jpg,2.04075e+09,-0,0.290196,-0
raw_image_29.jpg,2.05622e+09,0,0.290196,0
raw_image_30.jpg,2.07073e+09,-0,0.290196,-0
raw_image_31.jpg,2.08625e+09,-0,0.290196,-0
raw_image_32.jpg,2.1003e+09,-0,0.290196,-0
raw_image_33.jpg,2.11456e+09,0,0.290196,0
raw_image_34.jpg,2.12713e+09,0,0.290196,0
raw_image_35.jpg,2.14265e+09,-0,0.290196,-0
raw_image_36.jpg,2.15666e+09,0,0.290196,0
raw_image_37.jpg,2.17121e+09,0,0.290196,0
raw_image_38.jpg,2.18573e+09,-0,0.290196,-0
raw_image_39.jpg,2.20022e+09,0,0.290196,0
raw_image_40.jpg,2.21442e+09,0,0.290196,0
raw_image_41.jpg,2.22848e+09,0,0.290196,0
raw_image_42.jpg,2.24197e+09,0,0.290196,0
raw_image_43.jpg,2.25763e+09,0,0.290196,0
raw_image_44.jpg,2.27266e+09,-0,0.290196,-0
raw_image_45.jpg,2.2877e+09,-0,0.290196,-0
raw_image_46.jpg,2.30165e+09,0,0.290196,0
raw_image_47.jpg,2.31664e+09,0,0.290196,0
raw_image_48.jpg,2.33118e+09,-0,0.285071,-0
raw_image_49.jpg,2.34434e+09,0,0.281357,0
raw_image_50.jpg,2.35885e+09,-0.00465791,0.282353,0
raw_image_51.jpg,2.37365e+09,-0.0112056,0.282353,-0
raw_image_52.jpg,2.38887e+09,-0.0216797,0.278748,-0
raw_image_53.jpg,2.40391e+09,-0.032173,0.275067,0
raw_image_54.jpg,2.4185e+09,-0.0330555,0.278431,-0
raw_image_55.jpg,2.4331e+09,-0.0364322,0.278431,-0
raw_image_56.jpg,2.44711e+09,-0.0432242,0.278431,-0
raw_image_57.jpg,2.46138e+09,-0.050281,0.278431,0
raw_image_58.jpg,2.47692e+09,-0.0520691,0.278431,0
raw_image_59.jpg,2.49092e+09,-0.0567742,0.278431,-0
raw_image_60.jpg,2.50607e+09,-0.061348,0.278431,0
raw_image_61.jpg,2.51979e+09,-0.0649659,0.268607,0
raw_image_62.jpg,2.53373e+09,-0.0674427,0.270588,-0
raw_image_63.jpg,2.54873e+09,-0.0709015,0.270588,-0
raw_image_64.jpg,2.56235e+09,-0.074048,0.270588,-0
raw_image_65.jpg,2.57756e+09,-0.0780359,0.270588,-0
raw_image_66.jpg,2.59206e+09,-0.0818694,0.270588,0
raw_image_67.jpg,2.60707e+09,-0.0881856,0.270588,-0
raw_image_68.jpg,2.62141e+09,-0.0885786,0.270588,0
raw_image_69.jpg,2.63709e+09,-0.0941706,0.270588,-0
raw_image_70.jpg,2.65165e+09,-0.0984482,0.270588,0
raw_image_71.jpg,2.66614e+09,-0.103805,0.270588,0
raw_image_72.jpg,2.68067e+09,-0.112252,0.270588,-0
raw_image_73.jpg,2.69468e+09,-0.119775,0.270588,0
raw_image_74.jpg,2.70969e+09,-0.125393,0.270588,0
raw_image_75.jpg,2.72392e+09,-0.130221,0.270588,-0
raw_image_76.jpg,2.73944e+09,-0.135498,0.270588,0
raw_image_77.jpg,2.75555e+09,-0.158694,0.266719,-0
raw_image_78.jpg,2.77005e+09,-0.173634,0.244245,0
raw_image_79.jpg,2.78455e+09,-0.18278,0.235736,-0
raw_image_80.jpg,2.79859e+09,-0.192911,0.224313,0
raw_image_81.jpg,2.81361e+09,-0.198579,0.217464,0
raw_image_82.jpg,2.82822e+09,-0.203695,0.196123,-0
raw_image_83.jpg,2.84238e+09,-0.208952,0.178306,0
raw_image_84.jpg,2.858e+09,-0.211276,0.184524,-0
raw_image_85.jpg,2.87194e+09,-0.212565,0.184314,-0
raw_image_86.jpg,2.88717e+09,-0.212461,0.184314,-0
raw_image_87.jpg,2.90116e+09,-0.212334,0.184314,0
raw_image_88.jpg,2.91668e+09,-0.210889,0.184314,0
raw_image_89.jpg,2.93068e+09,-0.20912,0.184314,-0
raw_image_90.jpg,2.94561e+09,-0.207377,0.184314,0
