raw_image_7.jpg,1.73504e+09,0,0.290196,0
raw_image_8.jpg,1.74867e+09,-0,0.290196,-0
raw_image_9.jpg,1.76273e+09,0,0.290196,0
raw_image_10.jpg,1.77723e+09,0,0.290196,0
raw_image_11.jpg,1.79172e+09,-0,0.290196,-0
raw_image_12.jpg,1.80795e+09,0,0.290196,0
raw_image_13.jpg,1.82537e+09,-0,0.290196,-0
raw_image_14.jpg,1.83931e+09,0,0.290196,0
raw_image_15.jpg,1.85427e+09,-0,0.290196,-0
raw_image_16.jpg,1.86854e+09,0,0.290196,0
raw_image_17.jpg,1.88307e+09,-0,0.290196,-0
raw_image_18.jpg,1.89706e+09,0,0.290196,0
raw_image_19.jpg,1.91186e+09,0,0.290196,0
raw_image_20.jpg,1.92599e+09,0,0.290196,0
raw_image_21.jpg,1.94089e+09,-0,0.290196,-0
raw_image_22.jpg,1.95711e+09,-0,0.290196,-0
raw_image_23.jpg,1.97065e+09,0,0.290196,0
raw_image_24.jpg,1.98473e+09,-0,0.290196,-0
raw_image_25.jpg,1.9987e+09,-0,0.290196,-0
raw_image_26.jpg,2.01221e+09,0,0.290196,0
raw_image_27.jpg,2.02722e+09,-0,0.290196,-0
raw_image_28.jpg,2.04075e+09,0,0.290196,0
raw_image_29.jpg,2.05622e+09,-0,0.290196,-0
raw_image_30.jpg,2.07073e+09,0,0.290196,0
raw_image_31.jpg,2.08625e+09,0,0.290196,0
raw_image_32.jpg,2.1003e+09,0,0.290196,0
raw_image_33.jpg,2.11456e+09,-0,0.290196,-0
raw_image_34.jpg,2.12713e+09,-0,0.290196,-0
raw_image_35.jpg,2.14265e+09,0,0.290196,0
raw_image_36.jpg,2.15666e+09,-0,0.290196,-0
raw_image_37.jpg,2.17121e+09,-0,0.290196,-0
raw_image_38.jpg,2.18573e+09,0,0.290196,0
raw_image_39.jpg,2.20022e+09,-0,0.290196,-0
raw_image_40.jpg,2.21442e+09,-0,0.290196,-0
raw_image_41.jpg,2.22848e+09,-0,0.290196,-0
raw_image_42.jpg,2.24197e+09,-0,0.290196,-0
raw_image_43.jpg,2.25763e+09,-0,0.290196,-0
raw_image_44.jpg,2.27266e+09,0,0.290196,0
raw_image_45.jpg,2.2877e+09,0,0.290196,0
raw_image_46.jpg,2.30165e+09,-0,0.290196,-0
raw_image_47.jpg,2.31664e+09,-0,0.289752,-0
raw_image_48.jpg,2.33118e+09,0.00106537,0.283907,0
